Id,Sex,НЕВЕРОТН 1  Невероятные приключения итальянцев в России,ТЕЛОХРАН 2  Телохранитель,КАВКАЗСК 3  Кавказская пленница или Новые приключения Шурика,ПТЫЙ_ЭЛЕ 4  Пятый элемент,ТЕРМИНАТ 5  Терминатор,КРЕПКИЙ 6  Крепкий орешек,ПОЛИЦ_АК 7  Полицейская академия,ЧУЖИЕ 8  Чужие,КРОКОДИЛ 9  Крокодил Данди,ЗДРАВСТВ 10  Здравствуйте  я ваша тетя!,ИРОНИ_СУ 11  Ирония судьбы или с легким паром,КРАСОТКА 12  Красотка,МАТРИЦА 13  Матрица,ТИТАНИК 14  Титаник,К_9 15  К-9,НАЗАД_В 16  Назад в будущее,САМА_ОБА 17  Сама обательная и привлекательна,БЛИЗНЕЦЫ 18  Близнецы,СОБАЧЬЕ 19  Собачье сердце,СОБАКА_Б 20  Собака Баскервилей,МЕСТО_ВС 21  Место встречи изменить нельзя,ГОРЕЦ 22  Горец,СЛУЖЕБНЫ 23  Служебный роман,ОС_РЫБ 25  Особенности национальной рыбалки,ОС_ОХОТЫ 26  Особенности национальной охоты,ДЕСТЬ_НЕ 27  Десть негритят,ТЕРМИНA2 28  Терминатор 2: судный день,ВОКЗАЛ_Д 29  Вокзал для двоих,ГЕНИЙ 30  Гений,ИВАН_ВАС 31  Иван Васильевич меняет профессию,РОККИ 32  Рокки,ОДИН_ДОМ 33  Один дома,САМОГОНЩ 34  Самогонщики,ОБЫКНОВЕ 35  Обыкновенное чудо,В_БОЙ_ИД 36  В бой идут одни старики,ПАРК_ЮРС 37  Парк Юрского периода,МОСКВА_С 38  Москва слезам не верит,БЕЛОЕ_СО 39  Белое солнце пустыни,ЛЮДИ_В_Ч 40  Люди в черном,ОДИН_ДМ2 41  Один дома 2: потерянный в Нью-Йорке,ХИЩНИК 42  Хищник,ВСПОМНИТ 43  Вспомнить все,ИНТЕРДЕВ 44  Интердевочка,ЧЕЛЮСТИ 45  Челюсти,ЛЕОН 46  Леон,ПОЛИЦ_ДС 47  Полицейский из детского сада,ОТ_ЗАКАТ 48  От заката до рассвета,ПРАВДИВА 49  Правдивая ложь,АРМАГЕДД 50  Армагеддон,А_ЗОРИ_З 51  А зори здесь тихие,ДВОЙНОЙ 52  Двойной удар,МАСКА 53  Маска,БЛЕФ 54  Блеф,ДЕНЬ_СУР 56  День сурка,БЕГУЩИЙ 57  Бегущий человек,ЗИМН_ВИШ 58  Зимняя вишня,ТУТСИ 59  Тутси,НА_ДЕРИБ 60  На Дерибасовской хороша погода или на Брайтон Бич всегда идут дожди,ТРИ_ПЛЮС 61  Три плюс два,ЧАРОДЕИ 62  Чародеи,БАБНИК 63  Бабник,ЗУБАСТИК 64  Зубастики,ИГРУШКА 65  Игрушка (Франция),ВЫСОКИЙ 66  Высокий блондин в черном ботинке,ГАЗОНОКО 67  Газонокосильщик,ЧЕЛОВЕК 68  Человек дождя,МАЛЕНЬКИ 69  Маленький гигант большого секса,ПОКРОВСК 70  Покровские ворота,КРЕПК_2 71  Крепкий орешек 2,СИБИРСКИ 72  Сибирский цирюльник,МОЛЧАНИЕ 73  Молчание ягнят,ЭКИПАЖ 74  Экипаж,КОММАНДО 75  Коммандос,ФОРРЕСТ 76  Форрест Гамп,ДОРОГА_ 77  Дорогая  я уменьшил детей,УКРОЩЕНИ 78  Укрощение строптивого,ПРОФЕССИ 79  Профессионал,ДЖУМАНДЖ 80  Джуманджи,ГОРЧИЕ_Г 81  Горячие головы,ПОСЛЕДНИ 82  Последний бойскаут,ДЖЕНТЛЬМ 83  Джентльмены удачи,СПИСОК_Ш 84  Список Шиндлера,В_ДЖАЗЕ 85  В джазе только девушки,ЗВЕЗДНЫЙ 86  Звездный десант,ОТПЕТЫЕ 87  Отпетые мошенники,АДВОКАТ 88  Адвокат дьявола,ПАПАШИ 89  Папаши,ЕСЛИ_НАС 90  Если наступит завтра,В_ЗОНЕ_О 91  В зоне особого внимания,ГРЗНЫЕ_Т 92  Грязные танцы,СОРОК_ВО 93  Сорок восемь,ЗАХВАТ 94  Захват,БЕТХОВЕН 95  Бетховен,ДОСПЕХИ 96  Доспехи Бога,ЧАСТНЫЙ 97  Частный детектив или операция-кооперация,ШЕСТОЕ_Ч 98  Шестое чувство,СКАЛОЛАЗ 99  Скалолаз,ГАРАЖ 100  Гараж,МЭВЕРИК 101 Мэверик,ИНТРОВЕР 102 Интроверсия-Экстраверсия (тест Айзенка),ЭМОЦИОНА 103 Эмоциональная устойчивость-Невротизм (тест Айзенка),E_I__КЕЙ 104 E/I (тест Кейpси),S_N__КЕЙ 105 S/N (тест Кейpси),T_F__КЕЙ 106 T/F (тест Кейpси),J_P__КЕЙ 107 J/P (тест Кейpси),ЗАМКНУТО 108 Замкнутость-Общительность (тест Кэттелла),УРОВЕНЬ 109 Уровень интеллекта (тест Кэттелла),ЭМОЦИОНА 110 Эмоциональная неустойчивость-Устойчивость (тест Кэттелла),НЕДОБРОС 111 Недобросовестность-Высокая совестливость (тест Кэттелла),ПОДЧИНЕН 112 Подчиненность-Доминантность (тест Кэттелла),ОЗАБОЧЕН 113 Озабоченность-Беспечность (тест Кэттелла),РОБОСТЬ_ 114 Робость-Смелость (тест Кэттелла),ЖЕСТКОСТ 115 Жесткость-Чувствительность (тест Кэттелла),ДОВЕРЧИВ 116 Доверчивость-Подозрительность (тест Кэттелла),ПРАКТИЧН 117 Практичность-Мечтательность (тест Кэттелла),ПРМОЛИНЕ 118 Прямолинейность-Дипломатичность (тест Кэттелла),САМОУВЕР 119 Самоуверенность-Тревожность (тест Кэттелла),КОНСЕРВА 120 Консерватизм-Радикализм (тест Кэттелла),ЗАВИСИМО 121 Зависимость от группы-Самостоятельность (тест Кэттелла),НИЗКИЙ_В 122 Низкий-Высокий самоконтроль поведения (тест Кэттелла),РАССЛАБЛ 123 Расслабленность-Напряженность (тест Кэттелла),IQ 124 IQ,ВЕРБАЛЬН 125 Вербальный интеллект,ЧИСЛОВОЙ 126 Числовой интеллект,ПРОСТРАН 127 Пространственный интеллект,РАВЕН 128 Невербальный интеллект (тест Равена),ОСВЕДОМЛ 129 Осведомленность (тест Амтхауэра),КЛАССИФИ 130 Классификация (тест Амтхауэра),АНАЛОГИИ 131 Аналогии (тест Амтхауэра),ОБОБЩЕНИ 132 Обобщение (тест Амтхауэра),МАТЕМАТ1 133 Математические способности (практическое мышление) (тест Амтхауэра),МАТЕМАТ2 134 Математические способности (теоретическое мышление) (тест Амтхауэра),КОМБИНАТ 135 Комбинаторное мышление (тест Амтхауэра),ПРОСТРАН 136 Пространственное воображение (тест Амтхауэра),ЗАПОМИНА 137 Запоминание и воспроизведение информации (тест Амтхауэра),ВОЗPАСТ 139 Возpаст,AGE_CAT 139,ОБPАЗОВА 140 Обpазование,EDU_CAT 140,УPОВЕНЬ 141 Уpовень доходов,АСИММЕТP 142 Асимметpия полушаpий,АКТИВНОС 181 Активность и сила (ЛД),ДОБРОСЕР 182 Добросердечность (ЛД),ТРУДОВЫЕ 183 Трудовые качества (ЛД),ОБЩА_ОЦЕ 184 Общая оценка (ЛД),ОБЩИТЕЛЬ 185 Общительность и эмоциональность (ЛД),АНЕКДОТЫ 186 Анекдоты (оценка чувства юмора),ТЮФ 187 ТЮФ (оценка чувства юмора),ФОТО_СPЕ 188 Фото-сpедняя оценка,ФОТО_СКО 189 Фото-СКО,ФОТО_ЗАН 190 Фото-занижение-завышение оценки,РУКА_ПЕР 191 Рука-переплетение пальцев рук - ведущая,РУКА_ИМИ 192 Рука-имитация аплодисментов - ведущая,РУКА_СКР 193 Рука-скрещивание рук на груди - ведущая,HОГА 194 Hога - ведущая,ГЛАЗ 195 Глаз - ведущая,РУКОЙ_ПИ 196 Рука  которой пишут,ПЕРЕУЧИВ 197 Переучивали ли писать  если левша,САМООПPЕ 198 Самоопpеделение пpавша-левша,БОК_ПРЕД 199 Бок  на котором предпочитают спать,ГЛАЗ_У_В 200 Глаз  который обычно шире открыт
505,,9,9,8,9,8,7,7,6,9,10,9,9,9,9,4,11,9,9,7.5,9,9,9,9,7,7,7,9,10,8,10,4,6,7,9,8,5,10,9,6,7,4,8,6,4,,5,5,9,5,8,6,9,11,5,4,9,12,6.5,5,6.5,6,4,9,11,6,11,7,10,6,5,3,6,7,5,4,12,6.5,,5,5,,5,9,5,7,,11,9,7.5,,,,,5,,7,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.02,,,,,,,,,,,,,
506,2,8,8,9,8,11,9,7,12,8,12,12,6,1,,8,11,,10,12,9,12,9,9,6,11,11,11,,10,12,6,8,7,12,11,,9,12,6,7,10,10,7,6,5,10,11,,1,12,,6,8,,9,6,,7,,11,6,,3,,,10,,11,8,,10,,6,5,7,12,5,9,10,,11,,10,1,10,8,4,,,7,6,,4,10,,11,5,10,,10,5,4,10,14,11,10,4,10,5,10,7,6,10,6,8,5,3,8,6,6,0,132.5,170,137.5,,125,,,,,,,,,,30,3,5,3,2,3,,,,,,,,,,,,,,,,,,,,
507,2,10,,10,8,5,7,,,,,8,9,11,10,,,,10,8,,,,,8,8,6,7,,8,10,,9,,10,,,10,10,6,10,,8,2,,10,,6,,8,10,8,,10,11,,7,,,,7,,,,,,,,,8,,11,,10,,,,,8,10,,9,,9,10,11,10,,9,,,,,,,7,11,,,,14,20,4,0,1,8,8,6,8,9,7,6,12,12,7,8,4,12,10,2,6,12,132.5,157.5,137.5,137.6,103,,,,,,,,,,24,2,5,3,2,0,-0.018,-0.046,0.012,0.079,0.118,9.481,5.94,4.224,2.546,0.092,,,,,,,,,,
508,2,9,8,7.5,9,7.5,8,6.5,4,7.5,10,8,6.5,9,5,9,6,7,8,8,8,9,9,10,6.5,6.5,6,8,9,6,9,5,7.5,7.5,7,9,7,8,9,7.5,6,6,6.5,7.5,4,8,7.5,,7,3,9,6,9,5,12,,9,9,,6,7,8,5,6.5,8,6,12,6,10,7,10,4,9,,7.5,5,,,8,8,8,,12,10,,8,,7,8,8,,8,,,,,10,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,4,5,3,2,3,,,,,,6.712,5.8,,,,1,2,1,2,2,1,4,1,1,2
509,1,7.5,6.5,7.5,7,7.5,7,8,,7,9,9,7.5,6.5,5,6,,6,6.5,10,8,7.5,8,8,6,7,6.5,6.5,6.5,8,8,6,7.5,7.5,10,7,5,8,8,,7.5,6.5,6,5,7,8,6,6,,6.5,6.5,5,6.5,8,,7.5,6,8,6.5,7,7.5,7,5,7.5,7.5,5,7.5,7,9,7,5,7,8,6,,5,7.5,8,,7,,,6.5,8,,7,,7.5,,7,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1.166,-1.095,-0.587,-0.017,-0.719,6.962,5.64,4.362,1.274,0.15,2,2,2,1,1,1,4,1,2,2
510,1,7,6.5,7,7,5,6.5,4,5,5,8,7,7,,6,6,6.5,6,7,8,7,7,6.5,,5,6,6,6,,7,7,5,3,7,8,,,7,8,6,3,5,6.5,6,,8,6.5,8,5,5,,3,8,8,9,5,,8,3,,7,5,,,6,6,7.5,4,,6.5,,9,,5,9,,8,6.5,7.5,6.5,7.5,,,7.5,,7,,7,,,,,,,6.5,,8,,,7,5,7,2,8,12,14,6,6,9,8,0,4,4,10,4,7,3,5,12,9,11,2,,,152.5,141.68,92,,,,,,,,,,28,3,5,3,3,3,,,,,,6.615,,,,,,,,,,,,,,
511,1,4,5,6,5,4,5,4,4,4,5,6,6,5,8,4,8,6,4,6,6,12,5,6,5,10,5,8,4,9,5,1,6,6,7,6,5,11,6,5,3,1,5,4,1,5,5,5,4,5,7,3,8,7,11,5,4,10,4,8,8,5,5,6,6,4,7,4,12,5,7,4,5,1,11,6,4,9,7,3,5,,5,7,5,5,,6,5,5,,5,,,4,,5,,,5,,,4,8,14,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.62,4.925,1.694,0.66,,,,,,,,,,
512,2,5,,6,6.5,,,7,7,6.5,6.5,6.5,5,5,9,6,,7,,6.5,8,8,,7,6,,6.5,,5,,7,,7.5,6,6,,7.5,7,7,8,7,6,,7,6,5,5,,,,,,7.5,7,,,7.5,5,,,6.5,5,,7.5,,7.5,,,,,7,8,8,,,,,,,6,,,,7,,,,,,,,,,,,,8,,,,8,13,2,15,12,8,6,5,7,7,5,4,6,3,9,5,2,6,6,6,6,9,,157.5,,136.24,94,12,14,13,15,10,,,,,29,3,3,1,,,-0.001,-0.007,0.035,0.008,0.022,,,3.76,1.704,-0.424,,,,2,,,,,,
513,1,6,8,7,8,7.5,6,5,9,6,8,11,9,8,12,6,5,7,6,7,7,7,4,11,6,9,6,7,8,6,7,6,7,7,6,6,5,10,10,7,7,9,6,7,6,12,7,7,10,6,7,7,12,7,7,6,7,7.5,4,6,7,5,6,7,7,6,10,6,7,6,9,8,7.5,6,10,5,7,5,6,4,6,,6,7,6,7,,7,8,7,,6,,,5,,7,,6.5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,3,2,1,2,,,,,,,,4.3,4.567,2.132,0.53,,,,,,,,,,
514,1,3,5,6,6,4,7,3,3,4,5,6,5,7,5,7,5,5,5,6,6,7,7,5,4,6,6,7,4,3,6,8,4,7,,4,5,7,5,5,3,6,6,4,6,8,3,6,5,4,3,3,5,4,6,4,,6,3,,,,6,2,3,5,8,4,4,5,4,8,5,4,9,3,3,,5,4,7,6,,5,6,5,7,3,2,3,,6,5,3,4,,,6,,,,,,,,,4,6,4,8,4,6,6,5,5,7,5,10,9,7,3,6,,,,,,,,,,,,,,,25,2,4,2,1,,,,,,,,,,,,,,,,,,,,,
515,,8,9,10,7,8,7,9,8,7,9,12,8,10,7,8,8,6,2,7,9,8,7,9,9,10,10,7,,8,11,7,12,10,6,8,6,9,7,8,12,7,6,6,6,9,1,9,7,6,6,5,9,,7,6,6,,6,6,,5,7,7,6,6,7,5,,7,10,10,7,4,9,7,8,7,6,7,7,,9,7,,,,1,,,,5,,,6,,9,,,9,16,15,4,7,2,4,7,6,7,7,4,6,8,12,6,8,5,7,7,7,5,5,127.5,,,,80,,,,,,,,,,,,,,,,,,,,,,4.1,,,,,,,,,,,,,
516,2,3,4,5,4,2,3,3,,3,5,6,4,1,4,2,,4,,,5,,3,6,2,1,2,2,7,,6,,7,3,9,4,,8,,,7,,3,2,,5,2,4,,,,,4,4,,3,7,7,2,,4,,,8,6,3,,,9,2,,7,,,,3,4,4,3,,,4,,5,,,2,8,,,4,,3,6,,4,,2,6,,,,4,7,6,13,7,4,6,5,5,1,6,10,5,8,6,6,8,5,5,6,,,,,,12,12,14,15,15,6,16,18,,26,3,5,3,2,,,,,,,,,,,,,,,,,,,,,
517,2,7,10,8,5,5,8,6,3,7,8,10,10,8,2,7,7,10,4,10,9,10,4,9,2,2,7,6,7,10,12,7,4,6,8,10,7,9,10,7,2,4,4,5,5,5,5,6,6,8,10,8,6,10,10,6,7,6,6,10,7,4,5,10,8,4,6,4,10,5,10,10,7,5,5,7,10,10,4,5,6,,6,8,5,8,,5,10,7,,6,,,5,,3,,,10,,,7,8,3,7,,,,,,,,,,,,,,,,,135,167.5,152.5,,117,,,,,,,,,,21,2,4,2,2,,,,,,,,6.88,3.9,1.513,-0.412,,,,,,,,,,
518,,9,7,10,8,8,8,9,8,6,10,10,7,9,7,9,11,7,6,9,,6,7,10,4,4,9,11,10,7,10,5,10,10,5,11,7,12,10,7,10,8,5,1,7,11,6,7,7,6,7,1,11,,10,6,9,7,1,8,9,1,7,11,10,7,12,1,7,7,11,10,4,5,10,6,7,7,6,8,8,,12,,8,6,,8,7,7,,7,,,8,,12,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.129,0.989,-0.573,0.575,0.974,,5.6,4.05,1.987,-0.106,2,2,1,2,2,1,4,1,2,3
519,2,9,7,11,10,8,1,7,1,8,12,9,7,12,,,11,6,7,11,6,10,,9,8,5,8,7,4,9,12,1,,5,5,,8,6,12,,,1,,8,1,11,,2,,,8,,10,11,6,,3,10,7,12,7,1,,5,9,8,9,1,9,,,8,8,,3,2,11,9,7,,,,,11,,10,,8,10,,,,,,,,,,,,,,4,8,12,8,5,5,6,8,6,6,4,9,7,9,5,9,5,9,8,6,117.5,,,,119,,,,,,,,,,35,4,5,3,2,3,,,,,,6.596,5.2,5.292,2.598,0.934,2,2,1,2,1,1,3,1,1,1
520,1,4,4,12,7,3,9,4,8,8,9,12,4,8,5,8,9,7,5,12,9,12,2,10,5,3,7,5,7,3,12,1,8,11,3,10,6,10,9,8,8,6,5,2,4,12,5,10,5,7,9,3,,9,9,5,4,6,,9,3,,3,,8,3,7,,12,8,6,,,2,8,5,,7,5,5,9,,3,,3,9,,,7,5,,5,,,,,,,,,11,19,,,,,10,6,5,6,3,5,4,6,4,9,5,8,8,7,6,3,112.5,142.5,,,90,,,,,,,,,,30,3,5,3,2,,,,,,,,6.3,4.172,1.733,-0.356,,,,,,,,,,
521,2,9,8,12,6,8,7,2,,7,8,10,9,,8,,,6,7,12,7,8,5,8,6,7,7,,7,9,12,7,7,12,7,6,5,8,12,,6,,6,7,6,9,,,9,7,8,,10,8,,7,7,8,6,9,7,5,,7,7,4,10,7,11,7,8,10,7,9,,,7,7,,,,,,5,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,4,,,,4,-0.134,0.845,0.879,-0.319,1.489,7.981,3.28,4.08,1.043,-0.228,1,2,2,2,2,1,4,1,1,1
522,2,9,5,7,6,7,7,8,6,9,7,8,9,6,5,8,7,9,8,11,8,9,,12,4,5,,7,8,5,10,5,7,7,6,8,6,9,8,7,7,7,6,6,,8,7,6,5,,9,7,7,7,8,,8,8,7,9,,6,,7,8,,,7,11,,8,8,,,7,7,9,,6,8,,,,9,,,,7,7,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,2,,,,4,,,,,,6.712,6.46,5,0,-0.456,1,2,2,2,2,1,4,1,2,1
523,1,9,9,11,9,5,8,9,9,8,11,12,8,6,6,9,7,5,7,11,10,11,7,10,6,7,9,5,9,9,12,5,7,10,10,11,7,9,12,7,6,6,8,6,6,10,7,7,7,9,9,6,,10,8,7,6,10,,8,10,6,6,,9,7,12,6,11,7,9,,,7,10,7,,7,8,6,8,,12,,4,7,,,5,8,,9,,,,,,,,,16,15,6,6,12,12,10,4,9,6,11,7,11,10,3,7,2,4,6,2,7,3,,,,,76,,,,,,,,,,33,4,3,1,2,,,,,,,,,,,,,,,,,,,,,
524,1,5,,6,6.5,6,5,5,8,5,6,6,,7,6.5,6,6,6,6,6.5,7,6.5,7,5,5,5,7,6,3,6.5,6,5,6,5,6,6.5,5,5,6,6,6,7,6.5,3,4,5,4,8,2,,6,6,5,6,7.5,6.5,3,5,5,6,6.5,3,5,6.5,6,6.5,5,3,5,5,2,6.5,6,6,5,5,5,6,6,6.5,6.5,,5,6.5,4,5,,5,5,5,,4,,,6,,6.5,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,1,4,2,,4,,,,,,4.962,2.5,6.143,1.995,1.457,1,2,2,2,2,1,4,1,2,2
525,,9,7.5,8,9,8,9,8,8,8,,9,8,9,11,9,12,,8,8,8,8,7,8,7,7,8,8,7,,10,6,9,7,8,7,10,,,8,,8,7,6,7,11,6,7,7,6,,7,10,7,7,6,,9,,,10,,7,10,8,7,8,,,8,,8,7,7,6,8,7,8,8,7,6,,12,12,6,9,,9,,,,8,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.558,4.48,3.76,1.608,-0.688,1,2,2,2,1,1,3,1,2,2
526,,7,8,8,9,6,6,6,9,,7,11,8,10,9,7,7,7,7,8,7,10,3,8,3,4,7,7,7,7,9,7,5,6,10,11,8,9,11,7,2,6,8,6,7,8,,6,8,10,8,5,,10,8,,7,7,,6,7,4,6,,8,8,7,4,9,5,11,,,7,9,,,7,7,4,7,,12,,7,6,,,7,6,,7,,,,,,,,,,,,,,,9,5,8,9,4,8,10,8,6,7,5,6,8,10,7,4,120,165,,,,,,,,,,,,,23,2,4,2,2,4,,,,,,4.538,,9,0,4.297,2,2,2,2,1,,,,,
527,2,5,8,6,2,1,5,4,3,2,4,5,7,2,4,9,6,7,3,10,8,2,3,9,2,2,8,3,2,1,5,1,8,5,,,4,10,5,,8,5,3,4,5,10,6,3,7,3,6,6,,,3,1,7,,,6,3,1,5,,3,,,2,5,3,8,,,2,9,2,,,10,7,,,11,,,,,,,,,,,,,,,,,,17,14,6,4,6,6,9,5,9,9,5,3,12,8,8,6,5,9,10,9,4,5,112.5,,,,53,,,,,,,,,,,,,,,5,,,,,,9.269,7.66,4.125,2.21,-0.322,2,2,2,2,2,,,,,
528,2,12,8,11,7,7,7,6,2,7,11,12,8,5,7,5,6,9,6,8,7,10,7,12,7,8,8,7,9,10,12,6,8,10,9,8,5,8,9,7,7,6,7,7,4,9,7,7,6,7,8,6,9,7,7,6,6,7,9,10,10,7,7,8,8,6,8,6,12,6,12,8,5,5,9,7,7,9,9,6,5,,7,,7,7,,7,6,6,,7,,,6,,10,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,7.596,6.16,4.609,1.882,0.527,1,2,2,2,2,1,4,1,2,1
529,1,8,7,8,8,8,8,6.5,6,8,8,8,6.5,6.5,6.5,,8,7.5,8,8,8,8,6,8,5,5,8,8,8,7,8,8,5,8,8,8,7.5,7,8,8,5,8,6.5,8,5,8,7,8,6.5,7.5,6.5,4,6,8,7,8,8,8,5,8,8,6.5,5,8,8,6,8,,8,8,,8,7,8,8,6,8,8,7.5,6.5,8,,8,8,,8,,7,,,,7,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,4.16,3,0,-0.996,1,2,2,1,1,1,4,1,2,2
530,,10,3,11,4,4,7,6,2,8,10,10,,10,,9,9,9,8,10,11,10,10,10,7,8,6,3,6,5,11,2,5,9,11,10,4,10,9,,5,7,3,4,2,8,,5,,,9,2,8,10,,,4,10,6,10,9,3,5,10,8,5,11,,11,6,,3,5,4,6,,11,10,6,6,8,11,,11,,,10,7,9,6,5,4,4,7,7,5,,,11,7,,,4,12,12,13,1,5,8,4,6,7,8,9,3,9,4,5,11,8,11,3,,,,,,,,,,,,,,,27,3,5,3,2,,,,,,,,2.32,,,,,,,,,,,,,
531,1,7,10,10,10,8,7,8,7,9,10,10,,,,6,9,9,9,10,8,9,7,7,8,8,8,9,7,6,9,5,9,7,9,10,8,10,11,,8,6,7,6,6,9,7,6,,,8,7,,10,11,8,4,10,5,9,7,5,,9,6,5,10,,10,,,9,10,8,,8,10,10,,,7,9,,10,,10,,6,,6,10,,,9,8,5,,6,,,13,17,4,12,8,14,7,5,11,5,7,10,7,10,3,8,6,8,9,6,8,5,127.5,150,,144.4,110,,,,,,,,,,33,4,6,4,2,5,,,,,,7.192,6.78,,,,,,,,,,,,,
532,2,10,8,10,6,6,7,1,5,5,7,12,6,7,2,5,8,10,7,8,7,7,2,12,7,5,7,8,12,7,12,3,7,12,8,8,8,12,10,7,6,5,7,8,3,11,9,2,5,7,9,8,2,7,9,5,10,7,8,10,8,7,3,10,6,5,5,5,12,7,4,10,10,5,10,3,8,5,8,5,5,,9,9,5,7,,7,5,5,,5,,,5,,5,,,5,,,7,8,4,3,,,,,,,,,,,,,,,,,,,120,,,,,,,,,,,,,,5,3,2,,,,,,,,,,,,,,,,,,,,,
533,1,9,,9,7,4,7,10,6,7,,5,3,8,10,,8,,6,7,11,10,7,,12,12,11,6,6,9,8,9,9,9,7,7,4,9,5,9,9,4,4,,6,12,6,10,,10,,8,8,9,7,11,4,,9,7,,7,9,,6,9,,10,10,6,12,9,,,,,,11,,11,6,,,7,8,,,,5,8,,7,,,10,,4,,,,13,17,2,13,6,12,6,6,7,6,5,9,8,6,4,4,5,8,6,3,2,2,,,,,,,,,,,,,,,17,1,1,1,1,3,,,,,,,7.08,,,,2,2,2,1,1,1,3,1,2,2
534,1,8,10,,10,9,9,,9,,8,10,8,10,9,8,11,7,7,9,10,9,,10,8,8,8,10,7,7,,,10,9,10,8,9,9,9,10,,8,8,5,,9,,9,10,8,9,,8,,8,8,6,,4,,7,,7,,9,8,8,,7,9,,9,7,,10,,,8,8,9,,9,9,8,9,,8,9,,,,,,8,,,8,,7,,15,16,7,12,8,15,11,5,7,5,5,9,7,9,7,6,7,7,7,4,8,7,130,160,,,66,,,,,,,,,,32,4,5,3,2,,,,,,,6.769,7,,,,,,,,,,,,,
535,1,5,8,,7.5,7.7,7.7,7.7,7.5,7,6,7,,8,7.8,,,7.5,7.5,6,6.5,7,7,5,6,2,7.6,7.7,7,,6.5,6.5,7.5,7,,,,6.5,6.5,,7.7,7.7,7.5,7,7.5,7,7,,,,9,7,11,,8,,,,7,,,,7.3,7.6,7.5,7,,,,7.8,,,,10,,,6.5,12,,,,12,,8,,,11.9,,7.7,,9,,6.5,7,6,7,,7.5,5,,15,13,6,6,7,8,10,4,8,6,7,12,8,10,6,8,3,8,11,3,8,6,115,150,,,72,,,,,,,,,,21,2,,,,3,,,,,,6.058,6.14,2.878,1.934,-1.502,,,,,,,,,,
536,1,8,4,6,4,7,6,4,10,4,7,4,4,8,4,3,6,2,5,9,8,9,7,2,5,10,6,11,,6,7,4,7,6,,5,5,4,6,4,2,6,7,5,3,11,5,9,8,,5,3,6,,7,6,4,4,2,,,4,2,6,5,11,7,4,,3,,10,9,6,,2,,6,7,2,,8,,8,1,6,11,,,,,,6,6,5,,8,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,2,5,3,2,2,,,,,,,3.94,3.438,2.432,-0.626,2,2,1,1,1,1,4,1,2,2
537,,11,10,11,8,10,9,6,7,7,10,10,10,9,7,9,10,10,9,10,9,11,10,11,6,7,9,10,8,3,11,5,11,10,9,10,6,10,10,10,9,7,8,8,3,9,9,6,9,8,11,8,9,8,9,,9,9,9,10,9,6,5,8,9,8,7,4,10,,4,8,9,,10,8,10,,10,,8,,,10,,8,,9,,9,,8,,,,,,,,,,,8,8,7,14,9,5,8,3,9,11,11,10,4,9,3,3,6,7,9,6,147.5,177.5,137.5,122.64,77,,,,,,,,,,,,,,,,,,,,,,,4.809,1.691,0.464,,,,,,,,,,
538,,11,7,12,7.5,8,6.5,7.5,2,6,12,8,9,9,6,11,6.5,4,6.5,9,8,9,6.5,7,6.5,7,9,7.5,4,7.5,9,1,10,12,5,6,5,6,11,6.5,7,6.5,6,3,3,8,6.5,6.5,4,7.5,5,5,7,12,10,6,6,9,9,,5,5,4,7.5,8,6.5,9,6,,6,8,8,7,3,9,7.5,10,9,6,7.5,7,,8,9,6,6,,7,6.5,5,,6.5,,,5,,11,,,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,1,2,1,4,1,1,2
539,2,8,3,6,7,6,7,5,5,,6,6,4,8,6,,7,6,6,7,,7,,9,4,6,7,5,7,6,6,,4,6,,7,6,6,5,5,4,,4,6,,9,3,8,5,4,8,,6,,5,,5,6,4,5,5,3,5,7,4,4,8,3,9,7,5,6,6,,12,4,,7,5,,5,,8,6,,,,4,,,,5,,,7,,9,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,2,5,3,2,3,,,,,,5.442,4.66,4.037,1.347,-0.306,2,2,2,1,1,1,4,1,2,2
